Sex,Pct_Pop,Clinton,Trump,
Male,45,41,52,
Female,55,54,39,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
