"","state","Rep_12","Dem_12","Other_12","Rep_16","Dem_16","Other_16","total_population","votingAgeCap","total_votes_2012","total_votes_2016","Female_count","age29andunder_count","age65andolder_count","clf_unemploy_count","lesshs_count","lesscollege_count","lesshs_whites_count","lesscollege_whites_count","rural_count","median_hh_inc","Party_12","Party_16","Demographic","Dem_pop"
"107","Michigan",2115256,2564569,51136,2279543,2268839,250902,9909600,7408635,4730961,4799284,5039715,3843674,1527698,855391.690853221,1002377.05529532,7176594.23891731,830054.412384449,7011678.14743151,2508346.88961855,43373,"#00008B","#DC143C","Black",1361993
"108","Michigan",2115256,2564569,51136,2279543,2268839,250902,9909600,7408635,4730961,4799284,5039715,3843674,1527698,855391.690853221,1002377.05529532,7176594.23891731,830054.412384449,7011678.14743151,2508346.88961855,43373,"#00008B","#DC143C","Hispanic",474381
"109","Michigan",2115256,2564569,51136,2279543,2268839,250902,9909600,7408635,4730961,4799284,5039715,3843674,1527698,855391.690853221,1002377.05529532,7176594.23891731,830054.412384449,7011678.14743151,2508346.88961855,43373,"#00008B","#DC143C","Nonwhite",2406524
"110","Michigan",2115256,2564569,51136,2279543,2268839,250902,9909600,7408635,4730961,4799284,5039715,3843674,1527698,855391.690853221,1002377.05529532,7176594.23891731,830054.412384449,7011678.14743151,2508346.88961855,43373,"#00008B","#DC143C","Foreign_born",632482
"111","Minnesota",1320225,1546167,70169,1322951,1367716,254146,5450868,3980480,2936561,2944813,2740711,2154225,779405,264786.40290116,401647.404736562,3583152.65157161,256787.692396778,3454455.07665939,1427617.56462439,53059,"#00008B","#00008B","White",4432384
"112","Minnesota",1320225,1546167,70169,1322951,1367716,254146,5450868,3980480,2936561,2944813,2740711,2154225,779405,264786.40290116,401647.404736562,3583152.65157161,256787.692396778,3454455.07665939,1427617.56462439,53059,"#00008B","#00008B","Black",305402.999999999
"113","Minnesota",1320225,1546167,70169,1322951,1367716,254146,5450868,3980480,2936561,2944813,2740711,2154225,779405,264786.40290116,401647.404736562,3583152.65157161,256787.692396778,3454455.07665939,1427617.56462439,53059,"#00008B","#00008B","Hispanic",276026
"114","Minnesota",1320225,1546167,70169,1322951,1367716,254146,5450868,3980480,2936561,2944813,2740711,2154225,779405,264786.40290116,401647.404736562,3583152.65157161,256787.692396778,3454455.07665939,1427617.56462439,53059,"#00008B","#00008B","Nonwhite",1018484
"115","Minnesota",1320225,1546167,70169,1322951,1367716,254146,5450868,3980480,2936561,2944813,2740711,2154225,779405,264786.40290116,401647.404736562,3583152.65157161,256787.692396778,3454455.07665939,1427617.56462439,53059,"#00008B","#00008B","Foreign_born",426690.999999999
"116","Mississippi",710746,562949,11889,700714,485131,23512,2989192,2217760,1285584,1209357,1538923,1235812,426632,292173.478456009,508299.18693431,2355433.92518118,374581.45480244,2212144.55878083,1500565.55072293,34761.5,"#DC143C","#DC143C","White",1710126
"117","Mississippi",710746,562949,11889,700714,485131,23512,2989192,2217760,1285584,1209357,1538923,1235812,426632,292173.478456009,508299.18693431,2355433.92518118,374581.45480244,2212144.55878083,1500565.55072293,34761.5,"#DC143C","#DC143C","Black",1117387
"118","Mississippi",710746,562949,11889,700714,485131,23512,2989192,2217760,1285584,1209357,1538923,1235812,426632,292173.478456009,508299.18693431,2355433.92518118,374581.45480244,2212144.55878083,1500565.55072293,34761.5,"#DC143C","#DC143C","Hispanic",86704
"119","Mississippi",710746,562949,11889,700714,485131,23512,2989192,2217760,1285584,1209357,1538923,1235812,426632,292173.478456009,508299.18693431,2355433.92518118,374581.45480244,2212144.55878083,1500565.55072293,34761.5,"#DC143C","#DC143C","Nonwhite",1279066
"120","Mississippi",710746,562949,11889,700714,485131,23512,2989192,2217760,1285584,1209357,1538923,1235812,426632,292173.478456009,508299.18693431,2355433.92518118,374581.45480244,2212144.55878083,1500565.55072293,34761.5,"#DC143C","#DC143C","Foreign_born",67330
"121","Missouri",1452931,1118126,49453,1569857,973333,135590,6059651,4547870,2620510,2678780,3086334,2388608,929934,403964.239319565,673542.164664664,4379288.28517713,571985.099941856,4224297.73386124,1774212.92529111,41351,"#DC143C","#DC143C","White",4850569
"122","Missouri",1452931,1118126,49453,1569857,973333,135590,6059651,4547870,2620510,2678780,3086334,2388608,929934,403964.239319565,673542.164664664,4379288.28517713,571985.099941856,4224297.73386124,1774212.92529111,41351,"#DC143C","#DC143C","Black",696649
"123","Missouri",1452931,1118126,49453,1569857,973333,135590,6059651,4547870,2620510,2678780,3086334,2388608,929934,403964.239319565,673542.164664664,4379288.28517713,571985.099941856,4224297.73386124,1774212.92529111,41351,"#DC143C","#DC143C","Hispanic",237284
"124","Missouri",1452931,1118126,49453,1569857,973333,135590,6059651,4547870,2620510,2678780,3086334,2388608,929934,403964.239319565,673542.164664664,4379288.28517713,571985.099941856,4224297.73386124,1774212.92529111,41351,"#DC143C","#DC143C","Nonwhite",1209082
"125","Missouri",1452931,1118126,49453,1569857,973333,135590,6059651,4547870,2620510,2678780,3086334,2388608,929934,403964.239319565,673542.164664664,4379288.28517713,571985.099941856,4224297.73386124,1774212.92529111,41351,"#DC143C","#DC143C","Foreign_born",236079
"126","Montana",267928,201839,14165,279240,177709,40198,1023391,789490,483932,497147,509200,388660,170868,58821.8881544883,72646.470059332,715431.022642741,64852.5494962115,703232.967980947,448542.628929715,44389.5,"#DC143C","#DC143C","White",888635
"127","Montana",267928,201839,14165,279240,177709,40198,1023391,789490,483932,497147,509200,388660,170868,58821.8881544883,72646.470059332,715431.022642741,64852.5494962115,703232.967980947,448542.628929715,44389.5,"#DC143C","#DC143C","Black",3948
"128","Montana",267928,201839,14165,279240,177709,40198,1023391,789490,483932,497147,509200,388660,170868,58821.8881544883,72646.470059332,715431.022642741,64852.5494962115,703232.967980947,448542.628929715,44389.5,"#DC143C","#DC143C","Hispanic",34841
"129","Montana",267928,201839,14165,279240,177709,40198,1023391,789490,483932,497147,509200,388660,170868,58821.8881544883,72646.470059332,715431.022642741,64852.5494962115,703232.967980947,448542.628929715,44389.5,"#DC143C","#DC143C","Nonwhite",134756
"130","Montana",267928,201839,14165,279240,177709,40198,1023391,789490,483932,497147,509200,388660,170868,58821.8881544883,72646.470059332,715431.022642741,64852.5494962115,703232.967980947,448542.628929715,44389.5,"#DC143C","#DC143C","Foreign_born",20912
"131","Nebraska",475064,302081,17234,495961,284454,63772,1881259,1341015,794379,844187,945324,781774,271498,78484.5226301627,175285.691928328,1312731.33787906,101314.517115297,1267647.86025001,489542.549204366,49943,"#DC143C","#DC143C","White",1511352
"132","Nebraska",475064,302081,17234,495961,284454,63772,1881259,1341015,794379,844187,945324,781774,271498,78484.5226301627,175285.691928328,1312731.33787906,101314.517115297,1267647.86025001,489542.549204366,49943,"#DC143C","#DC143C","Black",85910.9999999998
"133","Nebraska",475064,302081,17234,495961,284454,63772,1881259,1341015,794379,844187,945324,781774,271498,78484.5226301627,175285.691928328,1312731.33787906,101314.517115297,1267647.86025001,489542.549204366,49943,"#DC143C","#DC143C","Hispanic",191802
"134","Nebraska",475064,302081,17234,495961,284454,63772,1881259,1341015,794379,844187,945324,781774,271498,78484.5226301627,175285.691928328,1312731.33787906,101314.517115297,1267647.86025001,489542.549204366,49943,"#DC143C","#DC143C","Nonwhite",369907
"135","Nebraska",475064,302081,17234,495961,284454,63772,1881259,1341015,794379,844187,945324,781774,271498,78484.5226301627,175285.691928328,1312731.33787906,101314.517115297,1267647.86025001,489542.549204366,49943,"#DC143C","#DC143C","Foreign_born",126533
"136","Nevada",463567,531373,19978,512058,539260,74067,2839172,1902290,1014918,1125385,1412850,1122459,400855,264878.070386498,414614.645661377,2180675.09468876,200006.309829323,2050387.3501641,159680.916751909,52629,"#00008B","#00008B","White",1455508
"137","Nevada",463567,531373,19978,512058,539260,74067,2839172,1902290,1014918,1125385,1412850,1122459,400855,264878.070386498,414614.645661377,2180675.09468876,200006.309829323,2050387.3501641,159680.916751909,52629,"#00008B","#00008B","Black",233440
"138","Nevada",463567,531373,19978,512058,539260,74067,2839172,1902290,1014918,1125385,1412850,1122459,400855,264878.070386498,414614.645661377,2180675.09468876,200006.309829323,2050387.3501641,159680.916751909,52629,"#00008B","#00008B","Hispanic",790496.999999999
"139","Nevada",463567,531373,19978,512058,539260,74067,2839172,1902290,1014918,1125385,1412850,1122459,400855,264878.070386498,414614.645661377,2180675.09468876,200006.309829323,2050387.3501641,159680.916751909,52629,"#00008B","#00008B","Nonwhite",1383664
"140","Nevada",463567,531373,19978,512058,539260,74067,2839172,1902290,1014918,1125385,1412850,1122459,400855,264878.070386498,414614.645661377,2180675.09468876,200006.309829323,2050387.3501641,159680.916751909,52629,"#00008B","#00008B","Foreign_born",547695.999999999
"141","New Hampshire",329918,369561,11452,345790,348526,49980,1327503,1027635,710931,744296,670996,473811,210385,67288.5049298368,98681.3081840989,856088.453182291,91231.6875817076,856271.638964554,524720.292901279,59849.5,"#00008B","#00008B","White",1211271
"142","New Hampshire",329918,369561,11452,345790,348526,49980,1327503,1027635,710931,744296,670996,473811,210385,67288.5049298368,98681.3081840989,856088.453182291,91231.6875817076,856271.638964554,524720.292901279,59849.5,"#00008B","#00008B","Black",15565
"143","New Hampshire",329918,369561,11452,345790,348526,49980,1327503,1027635,710931,744296,670996,473811,210385,67288.5049298368,98681.3081840989,856088.453182291,91231.6875817076,856271.638964554,524720.292901279,59849.5,"#00008B","#00008B","Hispanic",43500
"144","New Hampshire",329918,369561,11452,345790,348526,49980,1327503,1027635,710931,744296,670996,473811,210385,67288.5049298368,98681.3081840989,856088.453182291,91231.6875817076,856271.638964554,524720.292901279,59849.5,"#00008B","#00008B","Nonwhite",116232
"145","New Hampshire",329918,369561,11452,345790,348526,49980,1327503,1027635,710931,744296,670996,473811,210385,67288.5049298368,98681.3081840989,856088.453182291,91231.6875817076,856271.638964554,524720.292901279,59849.5,"#00008B","#00008B","Foreign_born",77063
"146","New Jersey",1477568,2125101,37623,1601933,2148278,123835,8915456,6087275,3640292,3874046,4564925,3372688,1312291,702736.619950892,994084.300390156,5583166.11702508,610690.754183009,5117080.98742963,464505.188441765,72999,"#00008B","#00008B","White",5054611
"147","New Jersey",1477568,2125101,37623,1601933,2148278,123835,8915456,6087275,3640292,3874046,4564925,3372688,1312291,702736.619950892,994084.300390156,5583166.11702508,610690.754183009,5117080.98742963,464505.188441765,72999,"#00008B","#00008B","Black",1133918
"148","New Jersey",1477568,2125101,37623,1601933,2148278,123835,8915456,6087275,3640292,3874046,4564925,3372688,1312291,702736.619950892,994084.300390156,5583166.11702508,610690.754183009,5117080.98742963,464505.188441765,72999,"#00008B","#00008B","Hispanic",1719831
"149","New Jersey",1477568,2125101,37623,1601933,2148278,123835,8915456,6087275,3640292,3874046,4564925,3372688,1312291,702736.619950892,994084.300390156,5583166.11702508,610690.754183009,5117080.98742963,464505.188441765,72999,"#00008B","#00008B","Nonwhite",3860845
"150","New Jersey",1477568,2125101,37623,1601933,2148278,123835,8915456,6087275,3640292,3874046,4564925,3372688,1312291,702736.619950892,994084.300390156,5583166.11702508,610690.754183009,5117080.98742963,464505.188441765,72999,"#00008B","#00008B","Foreign_born",1943338
"151","New Mexico",335788,415335,32635,319667,385234,93418,2082669,1464245,783758,798319,1051229,848931,318286,178886.941354796,325356.675237658,1534188.23355348,119700.483407853,1267709.57017655,464476.213080501,36160,"#00008B","#00008B","White",805603
"152","New Mexico",335788,415335,32635,319667,385234,93418,2082669,1464245,783758,798319,1051229,848931,318286,178886.941354796,325356.675237658,1534188.23355348,119700.483407853,1267709.57017655,464476.213080501,36160,"#00008B","#00008B","Black",37318
"153","New Mexico",335788,415335,32635,319667,385234,93418,2082669,1464245,783758,798319,1051229,848931,318286,178886.941354796,325356.675237658,1534188.23355348,119700.483407853,1267709.57017655,464476.213080501,36160,"#00008B","#00008B","Hispanic",995831
"154","New Mexico",335788,415335,32635,319667,385234,93418,2082669,1464245,783758,798319,1051229,848931,318286,178886.941354796,325356.675237658,1534188.23355348,119700.483407853,1267709.57017655,464476.213080501,36160,"#00008B","#00008B","Nonwhite",1277066
"155","New Mexico",335788,415335,32635,319667,385234,93418,2082669,1464245,783758,798319,1051229,848931,318286,178886.941354796,325356.675237658,1534188.23355348,119700.483407853,1267709.57017655,464476.213080501,36160,"#00008B","#00008B","Foreign_born",201343
"156","New York",2223397,4324228,514300,2814589,4547562,345212,19697457,13605855,7061925,7707363,10142327,7659802,2893801,1492445.45867082,2788048.4794419,12909608.4052916,1559876.25936058,11204215.394196,2331185.68167168,51827,"#00008B","#00008B","White",11111314
"157","New York",2223397,4324228,514300,2814589,4547562,345212,19697457,13605855,7061925,7707363,10142327,7659802,2893801,1492445.45867082,2788048.4794419,12909608.4052916,1559876.25936058,11204215.394196,2331185.68167168,51827,"#00008B","#00008B","Black",2829883
"158","New York",2223397,4324228,514300,2814589,4547562,345212,19697457,13605855,7061925,7707363,10142327,7659802,2893801,1492445.45867082,2788048.4794419,12909608.4052916,1559876.25936058,11204215.394196,2331185.68167168,51827,"#00008B","#00008B","Hispanic",3661929
"159","New York",2223397,4324228,514300,2814589,4547562,345212,19697457,13605855,7061925,7707363,10142327,7659802,2893801,1492445.45867082,2788048.4794419,12909608.4052916,1559876.25936058,11204215.394196,2331185.68167168,51827,"#00008B","#00008B","Nonwhite",8586143
"160","New York",2223397,4324228,514300,2814589,4547562,345212,19697457,13605855,7061925,7707363,10142327,7659802,2893801,1492445.45867082,2788048.4794419,12909608.4052916,1559876.25936058,11204215.394196,2331185.68167168,51827,"#00008B","#00008B","Foreign_born",4442247
"161","North Carolina",2270395,2178391,56586,2362631,2189316,189617,9940828,7203800,4505372,4741564,5106236,3910938,1459330,839240.44860871,1351565.10897986,7038449.82947645,931702.983454644,6563783.44911521,3289930.11394632,41031,"#DC143C","#DC143C","White",6361438
"162","North Carolina",2270395,2178391,56586,2362631,2189316,189617,9940828,7203800,4505372,4741564,5106236,3910938,1459330,839240.44860871,1351565.10897986,7038449.82947645,931702.983454644,6563783.44911521,3289930.11394632,41031,"#DC143C","#DC143C","Black",2104597
"163","North Carolina",2270395,2178391,56586,2362631,2189316,189617,9940828,7203800,4505372,4741564,5106236,3910938,1459330,839240.44860871,1351565.10897986,7038449.82947645,931702.983454644,6563783.44911521,3289930.11394632,41031,"#DC143C","#DC143C","Hispanic",884763
"164","North Carolina",2270395,2178391,56586,2362631,2189316,189617,9940828,7203800,4505372,4741564,5106236,3910938,1459330,839240.44860871,1351565.10897986,7038449.82947645,931702.983454644,6563783.44911521,3289930.11394632,41031,"#DC143C","#DC143C","Nonwhite",3579390
"165","North Carolina",2270395,2178391,56586,2362631,2189316,189617,9940828,7203800,4505372,4741564,5106236,3910938,1459330,839240.44860871,1351565.10897986,7038449.82947645,931702.983454644,6563783.44911521,3289930.11394632,41031,"#DC143C","#DC143C","Foreign_born",767656
"166","North Dakota",188320,124966,9646,216794,93758,33808,736162,555685,322932,344360,359183,315055,104745,20732.9735196752,58110.030309149,526954.397433515,50597.4231324555,520460.756046156,290399.71878806,55900,"#DC143C","#DC143C","White",635834
"167","North Dakota",188320,124966,9646,216794,93758,33808,736162,555685,322932,344360,359183,315055,104745,20732.9735196752,58110.030309149,526954.397433515,50597.4231324555,520460.756046156,290399.71878806,55900,"#DC143C","#DC143C","Black",14492
"168","North Dakota",188320,124966,9646,216794,93758,33808,736162,555685,322932,344360,359183,315055,104745,20732.9735196752,58110.030309149,526954.397433515,50597.4231324555,520460.756046156,290399.71878806,55900,"#DC143C","#DC143C","Hispanic",22997
"169","North Dakota",188320,124966,9646,216794,93758,33808,736162,555685,322932,344360,359183,315055,104745,20732.9735196752,58110.030309149,526954.397433515,50597.4231324555,520460.756046156,290399.71878806,55900,"#DC143C","#DC143C","Nonwhite",100328
"170","North Dakota",188320,124966,9646,216794,93758,33808,736162,555685,322932,344360,359183,315055,104745,20732.9735196752,58110.030309149,526954.397433515,50597.4231324555,520460.756046156,290399.71878806,55900,"#DC143C","#DC143C","Foreign_born",24364
"171","Ohio",2661407,2827621,91794,2841005,2394164,261318,11586941,8734140,5580822,5496487,5913048,4488640,1796337,843790.574440392,1218019.00868899,8484490.38887314,1051320.13103968,8258521.84052764,2540299.95562181,48462,"#00008B","#DC143C","White",9265123
"172","Ohio",2661407,2827621,91794,2841005,2394164,261318,11586941,8734140,5580822,5496487,5913048,4488640,1796337,843790.574440392,1218019.00868899,8484490.38887314,1051320.13103968,8258521.84052764,2540299.95562181,48462,"#00008B","#DC143C","Black",1402423
"173","Ohio",2661407,2827621,91794,2841005,2394164,261318,11586941,8734140,5580822,5496487,5913048,4488640,1796337,843790.574440392,1218019.00868899,8484490.38887314,1051320.13103968,8258521.84052764,2540299.95562181,48462,"#00008B","#DC143C","Hispanic",400932
"174","Ohio",2661407,2827621,91794,2841005,2394164,261318,11586941,8734140,5580822,5496487,5913048,4488640,1796337,843790.574440392,1218019.00868899,8484490.38887314,1051320.13103968,8258521.84052764,2540299.95562181,48462,"#00008B","#DC143C","Nonwhite",2321818
"175","Ohio",2661407,2827621,91794,2841005,2394164,261318,11586941,8734140,5580822,5496487,5913048,4488640,1796337,843790.574440392,1218019.00868899,8484490.38887314,1051320.13103968,8258521.84052764,2540299.95562181,48462,"#00008B","#DC143C","Foreign_born",484708
"176","Oklahoma",891325,443547,0,949136,420375,83481,3875589,2787660,1334872,1452992,1955594,1609291,561885,234238.214068915,492232.076226472,2920856.12892709,376204.149296478,2816936.84756904,1285831.56083614,44331,"#DC143C","#DC143C","White",2593871
"177","Oklahoma",891325,443547,0,949136,420375,83481,3875589,2787660,1334872,1452992,1955594,1609291,561885,234238.214068915,492232.076226472,2920856.12892709,376204.149296478,2816936.84756904,1285831.56083614,44331,"#DC143C","#DC143C","Black",276559
"178","Oklahoma",891325,443547,0,949136,420375,83481,3875589,2787660,1334872,1452992,1955594,1609291,561885,234238.214068915,492232.076226472,2920856.12892709,376204.149296478,2816936.84756904,1285831.56083614,44331,"#DC143C","#DC143C","Hispanic",381467
"179","Oklahoma",891325,443547,0,949136,420375,83481,3875589,2787660,1334872,1452992,1955594,1609291,561885,234238.214068915,492232.076226472,2920856.12892709,376204.149296478,2816936.84756904,1285831.56083614,44331,"#DC143C","#DC143C","Nonwhite",1281718
"180","Oklahoma",891325,443547,0,949136,420375,83481,3875589,2787660,1334872,1452992,1955594,1609291,561885,234238.214068915,492232.076226472,2920856.12892709,376204.149296478,2816936.84756904,1285831.56083614,44331,"#DC143C","#DC143C","Foreign_born",225516
"181","Oregon",754175,970488,64607,782403,1002106,216827,3982267,2911325,1789270,2001336,2010755,1498397,634574,324945.267599631,400760.165727458,2729537.86104169,261641.385891959,2645961.97877859,744598.251383519,45393,"#00008B","#00008B","White",3066467
"182","Oregon",754175,970488,64607,782403,1002106,216827,3982267,2911325,1789270,2001336,2010755,1498397,634574,324945.267599631,400760.165727458,2729537.86104169,261641.385891959,2645961.97877859,744598.251383519,45393,"#00008B","#00008B","Black",70359
"183","Oregon",754175,970488,64607,782403,1002106,216827,3982267,2911325,1789270,2001336,2010755,1498397,634574,324945.267599631,400760.165727458,2729537.86104169,261641.385891959,2645961.97877859,744598.251383519,45393,"#00008B","#00008B","Hispanic",494806
"184","Oregon",754175,970488,64607,782403,1002106,216827,3982267,2911325,1789270,2001336,2010755,1498397,634574,324945.267599631,400760.165727458,2729537.86104169,261641.385891959,2645961.97877859,744598.251383519,45393,"#00008B","#00008B","Nonwhite",915800
"185","Oregon",754175,970488,64607,782403,1002106,216827,3982267,2911325,1789270,2001336,2010755,1498397,634574,324945.267599631,400760.165727458,2729537.86104169,261641.385891959,2645961.97877859,744598.251383519,45393,"#00008B","#00008B","Foreign_born",390613
"186","Pennsylvania",2707187,2963521,71332,2970733,2926441,218228,12783977,9725830,5742040,6115402,6528935,4779397,2133247,926908.955396929,1344566.07578947,9027648.68786834,1083691.98224255,8713412.38607116,2702028.00948053,49028,"#00008B","#DC143C","White",9934801
"187","Pennsylvania",2707187,2963521,71332,2970733,2926441,218228,12783977,9725830,5742040,6115402,6528935,4779397,2133247,926908.955396929,1344566.07578947,9027648.68786834,1083691.98224255,8713412.38607116,2702028.00948053,49028,"#00008B","#DC143C","Black",1353424
"188","Pennsylvania",2707187,2963521,71332,2970733,2926441,218228,12783977,9725830,5742040,6115402,6528935,4779397,2133247,926908.955396929,1344566.07578947,9027648.68786834,1083691.98224255,8713412.38607116,2702028.00948053,49028,"#00008B","#DC143C","Hispanic",843163.999999999
"189","Pennsylvania",2707187,2963521,71332,2970733,2926441,218228,12783977,9725830,5742040,6115402,6528935,4779397,2133247,926908.955396929,1344566.07578947,9027648.68786834,1083691.98224255,8713412.38607116,2702028.00948053,49028,"#00008B","#DC143C","Nonwhite",2849176
"190","Pennsylvania",2707187,2963521,71332,2970733,2926441,218228,12783977,9725830,5742040,6115402,6528935,4779397,2133247,926908.955396929,1344566.07578947,9027648.68786834,1083691.98224255,8713412.38607116,2702028.00948053,49028,"#00008B","#DC143C","Foreign_born",818363
"191","Rhode Island",157151,279409,9159,180490,251888,31038,1054491,780250,445719,463416,543194,401936,166517,81659.1402856735,138613.157330823,713075.174118067,107924.439767837,687876.482312111,97448.1932334778,71347,"#00008B","#00008B","White",780278
"192","Rhode Island",157151,279409,9159,180490,251888,31038,1054491,780250,445719,463416,543194,401936,166517,81659.1402856735,138613.157330823,713075.174118067,107924.439767837,687876.482312111,97448.1932334778,71347,"#00008B","#00008B","Black",57348
"193","Rhode Island",157151,279409,9159,180490,251888,31038,1054491,780250,445719,463416,543194,401936,166517,81659.1402856735,138613.157330823,713075.174118067,107924.439767837,687876.482312111,97448.1932334778,71347,"#00008B","#00008B","Hispanic",148375
"194","Rhode Island",157151,279409,9159,180490,251888,31038,1054491,780250,445719,463416,543194,401936,166517,81659.1402856735,138613.157330823,713075.174118067,107924.439767837,687876.482312111,97448.1932334778,71347,"#00008B","#00008B","Nonwhite",274213
"195","Rhode Island",157151,279409,9159,180490,251888,31038,1054491,780250,445719,463416,543194,401936,166517,81659.1402856735,138613.157330823,713075.174118067,107924.439767837,687876.482312111,97448.1932334778,71347,"#00008B","#00008B","Foreign_born",142663
"196","South Carolina",1071645,865941,26532,1155389,855373,92265,4834605,3620835,1964118,2103027,2486267,1886258,761680,408989.152604469,673827.485621821,3553076.4455093,499153.240324023,3322013.86966697,1597010.45244015,40312.5,"#DC143C","#DC143C","White",3087207
"197","South Carolina",1071645,865941,26532,1155389,855373,92265,4834605,3620835,1964118,2103027,2486267,1886258,761680,408989.152604469,673827.485621821,3553076.4455093,499153.240324023,3322013.86966697,1597010.45244015,40312.5,"#DC143C","#DC143C","Black",1311344
"198","South Carolina",1071645,865941,26532,1155389,855373,92265,4834605,3620835,1964118,2103027,2486267,1886258,761680,408989.152604469,673827.485621821,3553076.4455093,499153.240324023,3322013.86966697,1597010.45244015,40312.5,"#DC143C","#DC143C","Hispanic",258361
"199","South Carolina",1071645,865941,26532,1155389,855373,92265,4834605,3620835,1964118,2103027,2486267,1886258,761680,408989.152604469,673827.485621821,3553076.4455093,499153.240324023,3322013.86966697,1597010.45244015,40312.5,"#DC143C","#DC143C","Nonwhite",1747398
"200","South Carolina",1071645,865941,26532,1155389,855373,92265,4834605,3620835,1964118,2103027,2486267,1886258,761680,408989.152604469,673827.485621821,3553076.4455093,499153.240324023,3322013.86966697,1597010.45244015,40312.5,"#DC143C","#DC143C","Foreign_born",230716
"201","South Dakota",210422,142102,8146,227480,114948,24760,836795,618215,360670,367188,415551,342153,128309,33779.3415962474,72444.1387086313,603783.653564125,56690.3324541704,591260.310070451,351281.155376181,49859,"#DC143C","#DC143C","White",704847
"202","South Dakota",210422,142102,8146,227480,114948,24760,836795,618215,360670,367188,415551,342153,128309,33779.3415962474,72444.1387086313,603783.653564125,56690.3324541704,591260.310070451,351281.155376181,49859,"#DC143C","#DC143C","Black",13645
"203","South Dakota",210422,142102,8146,227480,114948,24760,836795,618215,360670,367188,415551,342153,128309,33779.3415962474,72444.1387086313,603783.653564125,56690.3324541704,591260.310070451,351281.155376181,49859,"#DC143C","#DC143C","Hispanic",28693
"204","South Dakota",210422,142102,8146,227480,114948,24760,836795,618215,360670,367188,415551,342153,128309,33779.3415962474,72444.1387086313,603783.653564125,56690.3324541704,591260.310070451,351281.155376181,49859,"#DC143C","#DC143C","Nonwhite",131948
"205","South Dakota",210422,142102,8146,227480,114948,24760,836795,618215,360670,367188,415551,342153,128309,33779.3415962474,72444.1387086313,603783.653564125,56690.3324541704,591260.310070451,351281.155376181,49859,"#DC143C","#DC143C","Foreign_born",27163
"206","Tennessee",1462330,960709,35538,1522925,870695,114407,6548009,4876600,2458577,2508027,3356032,2556614,984449,498232.911369076,910269.355044524,4872838.29575812,744479.662234717,4643117.40055012,2170751.46141634,39728,"#DC143C","#DC143C","White",4879669
"207","Tennessee",1462330,960709,35538,1522925,870695,114407,6548009,4876600,2458577,2508027,3356032,2556614,984449,498232.911369076,910269.355044524,4872838.29575812,744479.662234717,4643117.40055012,2170751.46141634,39728,"#DC143C","#DC143C","Black",1092491
"208","Tennessee",1462330,960709,35538,1522925,870695,114407,6548009,4876600,2458577,2508027,3356032,2556614,984449,498232.911369076,910269.355044524,4872838.29575812,744479.662234717,4643117.40055012,2170751.46141634,39728,"#DC143C","#DC143C","Hispanic",327345
"209","Tennessee",1462330,960709,35538,1522925,870695,114407,6548009,4876600,2458577,2508027,3356032,2556614,984449,498232.911369076,910269.355044524,4872838.29575812,744479.662234717,4643117.40055012,2170751.46141634,39728,"#DC143C","#DC143C","Nonwhite",1668340
"210","Tennessee",1462330,960709,35538,1522925,870695,114407,6548009,4876600,2458577,2508027,3356032,2556614,984449,498232.911369076,910269.355044524,4872838.29575812,744479.662234717,4643117.40055012,2170751.46141634,39728,"#DC143C","#DC143C","Foreign_born",315319
"211","Texas",4569843,3308124,115884,4685047,3877868,406311,26956435,17177620,7993851,8969226,13577270,11840066,3096567,1748019.01762048,4813242.44794018,19400116.210329,1746820.17964163,16624416.2741885,4015158.20856125,46454.5,"#DC143C","#DC143C","White",11705684
"212","Texas",4569843,3308124,115884,4685047,3877868,406311,26956435,17177620,7993851,8969226,13577270,11840066,3096567,1748019.01762048,4813242.44794018,19400116.210329,1746820.17964163,16624416.2741885,4015158.20856125,46454.5,"#DC143C","#DC143C","Black",3134962
"213","Texas",4569843,3308124,115884,4685047,3877868,406311,26956435,17177620,7993851,8969226,13577270,11840066,3096567,1748019.01762048,4813242.44794018,19400116.210329,1746820.17964163,16624416.2741885,4015158.20856125,46454.5,"#DC143C","#DC143C","Hispanic",10413150
"214","Texas",4569843,3308124,115884,4685047,3877868,406311,26956435,17177620,7993851,8969226,13577270,11840066,3096567,1748019.01762048,4813242.44794018,19400116.210329,1746820.17964163,16624416.2741885,4015158.20856125,46454.5,"#DC143C","#DC143C","Nonwhite",15250751
"215","Texas",4569843,3308124,115884,4685047,3877868,406311,26956435,17177620,7993851,8969226,13577270,11840066,3096567,1748019.01762048,4813242.44794018,19400116.210329,1746820.17964163,16624416.2741885,4015158.20856125,46454.5,"#DC143C","#DC143C","Foreign_born",4494345
"216","Utah",740600,251813,25027,515231,310676,305523,2948427,1903500,1017440,1131430,1465372,1457860,295342,149596.423090837,246321.520154249,2007522.2067688,137805.536573178,1930608.36079973,273974.472384909,52865,"#DC143C","#DC143C","White",2339279
"217","Utah",740600,251813,25027,515231,310676,305523,2948427,1903500,1017440,1131430,1465372,1457860,295342,149596.423090837,246321.520154249,2007522.2067688,137805.536573178,1930608.36079973,273974.472384909,52865,"#DC143C","#DC143C","Black",30243
